,date,county,state,total_cases,new_cases,delta7,delta14
476,2020-10-04,essex,new jersey,21559,70,275,497
477,2020-10-05,essex,new jersey,21594,35,294,511
478,2020-10-06,essex,new jersey,21636,42,315,533
479,2020-10-07,essex,new jersey,21682,46,332,554
480,2020-10-08,essex,new jersey,21768,86,382,611
481,2020-10-09,essex,new jersey,21837,69,407,653
482,2020-10-10,essex,new jersey,21918,81,429,664
483,2020-10-11,essex,new jersey,21989,71,430,705
484,2020-10-12,essex,new jersey,22050,61,456,750
485,2020-10-13,essex,new jersey,22142,92,506,821
486,2020-10-14,essex,new jersey,22248,106,566,898
487,2020-10-15,essex,new jersey,22359,111,591,973
488,2020-10-16,essex,new jersey,22457,98,620,1027
489,2020-10-17,essex,new jersey,22575,118,657,1086
490,2020-10-18,essex,new jersey,22709,134,720,1150
491,2020-10-19,essex,new jersey,22855,146,805,1261
492,2020-10-20,essex,new jersey,22965,110,823,1329
493,2020-10-21,essex,new jersey,23107,142,859,1425
494,2020-10-22,essex,new jersey,23298,191,939,1530
495,2020-10-23,essex,new jersey,23483,185,1026,1646
496,2020-10-24,essex,new jersey,23839,356,1264,1921
497,2020-10-25,essex,new jersey,24001,162,1292,2012
498,2020-10-26,essex,new jersey,24161,160,1306,2111
499,2020-10-27,essex,new jersey,24407,246,1442,2265
500,2020-10-28,essex,new jersey,24685,278,1578,2437
501,2020-10-29,essex,new jersey,24939,254,1641,2580
502,2020-10-30,essex,new jersey,25200,261,1717,2743
503,2020-10-31,essex,new jersey,25347,147,1508,2772
504,2020-11-01,essex,new jersey,25522,175,1521,2813
505,2020-11-02,essex,new jersey,25667,145,1506,2812
506,2020-11-03,essex,new jersey,25926,259,1519,2961
507,2020-11-04,essex,new jersey,26283,357,1598,3176
508,2020-11-05,essex,new jersey,26545,262,1606,3247
509,2020-11-06,essex,new jersey,26838,293,1638,3355
510,2020-11-07,essex,new jersey,27200,362,1853,3361
511,2020-11-08,essex,new jersey,27456,256,1934,3455
512,2020-11-09,essex,new jersey,27632,176,1965,3471
513,2020-11-10,essex,new jersey,28321,689,2395,3914
514,2020-11-11,essex,new jersey,28681,360,2398,3996
515,2020-11-12,essex,new jersey,29102,421,2557,4163
516,2020-11-13,essex,new jersey,29446,344,2608,4246
517,2020-11-14,essex,new jersey,30102,656,2902,4755
518,2020-11-15,essex,new jersey,30446,344,2990,4924
519,2020-11-16,essex,new jersey,30653,207,3021,4986
520,2020-11-17,essex,new jersey,31010,357,2689,5084
521,2020-11-18,essex,new jersey,31398,388,2717,5115
522,2020-11-19,essex,new jersey,31791,393,2689,5246
523,2020-11-20,essex,new jersey,32132,341,2686,5294
524,2020-11-21,essex,new jersey,32671,539,2569,5471
525,2020-11-22,essex,new jersey,33008,337,2562,5552
526,2020-11-23,essex,new jersey,33318,310,2665,5686
527,2020-11-24,essex,new jersey,33703,385,2693,5382
528,2020-11-25,essex,new jersey,34063,360,2665,5382
529,2020-11-26,essex,new jersey,34388,325,2597,5286
530,2020-11-27,essex,new jersey,34711,323,2579,5265
531,2020-11-28,essex,new jersey,34865,154,2194,4763
532,2020-11-29,essex,new jersey,35274,409,2266,4828
533,2020-11-30,essex,new jersey,35591,317,2273,4938
534,2020-12-01,essex,new jersey,36021,430,2318,5011
535,2020-12-02,essex,new jersey,36315,294,2252,4917
536,2020-12-03,essex,new jersey,36787,472,2399,4996
537,2020-12-04,essex,new jersey,37367,580,2656,5235
538,2020-12-05,essex,new jersey,37969,602,3104,5298
539,2020-01-24,cook,illinois,1,,,
540,2020-01-25,cook,illinois,1,0,,
541,2020-01-26,cook,illinois,1,0,,
542,2020-01-27,cook,illinois,1,0,,
543,2020-01-28,cook,illinois,1,0,,
544,2020-01-29,cook,illinois,1,0,,
545,2020-01-30,cook,illinois,2,1,,
546,2020-01-31,cook,illinois,2,0,1,
547,2020-02-01,cook,illinois,2,0,1,
548,2020-02-02,cook,illinois,2,0,1,
549,2020-02-03,cook,illinois,2,0,1,
550,2020-02-04,cook,illinois,2,0,1,
551,2020-02-05,cook,illinois,2,0,1,
552,2020-02-06,cook,illinois,2,0,0,
553,2020-02-07,cook,illinois,2,0,0,1
554,2020-02-08,cook,illinois,2,0,0,1
555,2020-02-09,cook,illinois,2,0,0,1
556,2020-02-10,cook,illinois,2,0,0,1
557,2020-02-11,cook,illinois,2,0,0,1
558,2020-02-12,cook,illinois,2,0,0,1
559,2020-02-13,cook,illinois,2,0,0,0
560,2020-02-14,cook,illinois,2,0,0,0
561,2020-02-15,cook,illinois,2,0,0,0
562,2020-02-16,cook,illinois,2,0,0,0
563,2020-02-17,cook,illinois,2,0,0,0
564,2020-02-18,cook,illinois,2,0,0,0
565,2020-02-19,cook,illinois,2,0,0,0
566,2020-02-20,cook,illinois,2,0,0,0
567,2020-02-21,cook,illinois,2,0,0,0
568,2020-02-22,cook,illinois,2,0,0,0
569,2020-02-23,cook,illinois,2,0,0,0
570,2020-02-24,cook,illinois,2,0,0,0
571,2020-02-25,cook,illinois,2,0,0,0
572,2020-02-26,cook,illinois,2,0,0,0
573,2020-02-27,cook,illinois,2,0,0,0
574,2020-02-28,cook,illinois,2,0,0,0
575,2020-02-29,cook,illinois,3,1,1,1
576,2020-03-01,cook,illinois,3,0,1,1
577,2020-03-02,cook,illinois,4,1,2,2
578,2020-03-03,cook,illinois,4,0,2,2
579,2020-03-04,cook,illinois,4,0,2,2
580,2020-03-05,cook,illinois,5,1,3,3
581,2020-03-06,cook,illinois,6,1,4,4
582,2020-03-07,cook,illinois,6,0,3,4
583,2020-03-08,cook,illinois,7,1,4,5
584,2020-03-09,cook,illinois,11,4,7,9
585,2020-03-10,cook,illinois,17,6,13,15
586,2020-03-11,cook,illinois,22,5,18,20
587,2020-03-12,cook,illinois,27,5,22,25
588,2020-03-13,cook,illinois,40,13,34,38
589,2020-03-14,cook,illinois,51,11,45,48
590,2020-03-15,cook,illinois,76,25,69,73
591,2020-03-16,cook,illinois,76,0,65,72
592,2020-03-17,cook,illinois,107,31,90,103
593,2020-03-18,cook,illinois,179,72,157,175
594,2020-03-19,cook,illinois,279,100,252,274
595,2020-03-20,cook,illinois,412,133,372,406
596,2020-03-21,cook,illinois,548,136,497,542
597,2020-03-22,cook,illinois,805,257,729,798
598,2020-03-23,cook,illinois,922,117,846,911
599,2020-03-24,cook,illinois,1194,272,1087,1177
600,2020-03-25,cook,illinois,1418,224,1239,1396
601,2020-03-26,cook,illinois,1904,486,1625,1877
602,2020-03-27,cook,illinois,2239,335,1827,2199
603,2020-03-28,cook,illinois,2613,374,2065,2562
604,2020-03-29,cook,illinois,3445,832,2640,3369
605,2020-03-30,cook,illinois,3727,282,2805,3651
606,2020-03-31,cook,illinois,4496,769,3302,4389
607,2020-04-01,cook,illinois,5152,656,3734,4973
608,2020-04-02,cook,illinois,5575,423,3671,5296
609,2020-04-03,cook,illinois,6473,898,4234,6061
610,2020-04-04,cook,illinois,7439,966,4826,6891
611,2020-04-05,cook,illinois,8043,604,4598,7238
612,2020-04-06,cook,illinois,8728,685,5001,7806
613,2020-04-07,cook,illinois,9509,781,5013,8315
614,2020-04-08,cook,illinois,10520,1011,5368,9102
615,2020-04-09,cook,illinois,11415,895,5840,9511
616,2020-04-10,cook,illinois,12472,1057,5999,10233
617,2020-04-11,cook,illinois,13417,945,5978,10804
618,2020-04-12,cook,illinois,14585,1168,6542,11140
619,2020-04-13,cook,illinois,15474,889,6746,11747
620,2020-04-14,cook,illinois,16323,849,6814,11827
621,2020-04-15,cook,illinois,17306,983,6786,12154
622,2020-04-16,cook,illinois,18087,781,6672,12512
623,2020-04-17,cook,illinois,19391,1304,6919,12918
624,2020-04-18,cook,illinois,20395,1004,6978,12956
625,2020-04-19,cook,illinois,21272,877,6687,13229
626,2020-04-20,cook,illinois,22101,829,6627,13373
627,2020-04-21,cook,illinois,23181,1080,6858,13672
628,2020-04-22,cook,illinois,24546,1365,7240,14026
629,2020-04-23,cook,illinois,25811,1265,7724,14396
630,2020-04-24,cook,illinois,27616,1805,8225,15144
631,2020-04-25,cook,illinois,29058,1442,8663,15641
632,2020-04-26,cook,illinois,30574,1516,9302,15989
633,2020-04-27,cook,illinois,31953,1379,9852,16479
634,2020-04-28,cook,illinois,33449,1496,10268,17126
635,2020-04-29,cook,illinois,34880,1431,10334,17574
636,2020-04-30,cook,illinois,36513,1633,10702,18426
637,2020-05-01,cook,illinois,38668,2155,11052,19277
638,2020-05-02,cook,illinois,40227,1559,11169,19832
639,2020-05-03,cook,illinois,42324,2097,11750,21052
640,2020-05-04,cook,illinois,43715,1391,11762,21614
641,2020-05-05,cook,illinois,45223,1508,11774,22042
642,2020-05-06,cook,illinois,46689,1466,11809,22143
643,2020-05-07,cook,illinois,48341,1652,11828,22530
644,2020-05-08,cook,illinois,50236,1895,11568,22620
645,2020-05-09,cook,illinois,51674,1438,11447,22616
646,2020-05-10,cook,illinois,52655,981,10331,22081
647,2020-05-11,cook,illinois,53381,726,9666,21428
648,2020-05-12,cook,illinois,55470,2089,10247,22021
649,2020-05-13,cook,illinois,56406,936,9717,21526
650,2020-05-14,cook,illinois,58457,2051,10116,21944
651,2020-05-15,cook,illinois,59905,1448,9669,21237
652,2020-05-16,cook,illinois,61212,1307,9538,20985
653,2020-05-17,cook,illinois,62218,1006,9563,19894
654,2020-05-18,cook,illinois,63690,1472,10309,19975
655,2020-05-19,cook,illinois,64691,1001,9221,19468
656,2020-05-20,cook,illinois,66213,1522,9807,19524
657,2020-05-21,cook,illinois,67551,1338,9094,19210
658,2020-05-22,cook,illinois,68949,1398,9044,18713
659,2020-05-23,cook,illinois,70417,1468,9205,18743
660,2020-05-24,cook,illinois,72010,1593,9792,19355
661,2020-05-25,cook,illinois,73097,1087,9407,19716
662,2020-05-26,cook,illinois,73819,722,9128,18349
663,2020-05-27,cook,illinois,74521,702,8308,18115
664,2020-05-28,cook,illinois,75306,785,7755,16849
665,2020-05-29,cook,illinois,76266,960,7317,16361
666,2020-05-30,cook,illinois,77119,853,6702,15907
667,2020-05-31,cook,illinois,77925,806,5915,15707
668,2020-06-01,cook,illinois,78495,570,5398,14805
669,2020-06-02,cook,illinois,79673,1178,5854,14982
670,2020-06-03,cook,illinois,80204,531,5683,13991
671,2020-06-04,cook,illinois,80713,509,5407,13162
672,2020-06-05,cook,illinois,81344,631,5078,12395
673,2020-06-06,cook,illinois,81924,580,4805,11507
674,2020-06-07,cook,illinois,82427,503,4502,10417
675,2020-06-08,cook,illinois,82819,392,4324,9722
676,2020-06-09,cook,illinois,83271,452,3598,9452
677,2020-06-10,cook,illinois,83585,314,3381,9064
678,2020-06-11,cook,illinois,83978,393,3265,8672
679,2020-06-12,cook,illinois,84249,271,2905,7983
680,2020-06-13,cook,illinois,84581,332,2657,7462
681,2020-06-14,cook,illinois,84906,325,2479,6981
682,2020-06-15,cook,illinois,85184,278,2365,6689
683,2020-06-16,cook,illinois,85538,354,2267,5865
684,2020-06-17,cook,illinois,85858,320,2273,5654
685,2020-06-18,cook,illinois,86179,321,2201,5466
686,2020-06-19,cook,illinois,86551,372,2302,5207
687,2020-06-20,cook,illinois,86885,334,2304,4961
688,2020-06-21,cook,illinois,87177,292,2271,4750
689,2020-06-22,cook,illinois,87424,247,2240,4605
690,2020-06-23,cook,illinois,87784,360,2246,4513
691,2020-06-24,cook,illinois,88138,354,2280,4553
692,2020-06-25,cook,illinois,88650,512,2471,4672
693,2020-06-26,cook,illinois,89068,418,2517,4819
694,2020-06-27,cook,illinois,89407,339,2522,4826
695,2020-06-28,cook,illinois,89755,348,2578,4849
696,2020-06-29,cook,illinois,90122,367,2698,4938
697,2020-06-30,cook,illinois,90536,414,2752,4998
698,2020-07-01,cook,illinois,90911,375,2773,5053
699,2020-07-02,cook,illinois,91381,470,2731,5202
700,2020-07-03,cook,illinois,91774,393,2706,5223
701,2020-07-04,cook,illinois,92240,466,2833,5355
702,2020-07-05,cook,illinois,92532,292,2777,5355
703,2020-07-06,cook,illinois,92781,249,2659,5357
704,2020-07-07,cook,illinois,93053,272,2517,5269
705,2020-07-08,cook,illinois,93496,443,2585,5358
706,2020-07-09,cook,illinois,94005,509,2624,5355
707,2020-07-10,cook,illinois,94605,600,2831,5537
708,2020-07-11,cook,illinois,95138,533,2898,5731
709,2020-07-12,cook,illinois,95557,419,3025,5802
710,2020-07-13,cook,illinois,95884,327,3103,5762
711,2020-07-14,cook,illinois,96186,302,3133,5650
712,2020-07-15,cook,illinois,96662,476,3166,5751
713,2020-07-16,cook,illinois,97214,552,3209,5833
714,2020-07-17,cook,illinois,97790,576,3185,6016
715,2020-07-18,cook,illinois,98292,502,3154,6052
716,2020-07-19,cook,illinois,98670,378,3113,6138
717,2020-07-20,cook,illinois,99052,382,3168,6271
718,2020-07-21,cook,illinois,99464,412,3278,6411
719,2020-07-22,cook,illinois,100124,660,3462,6628
720,2020-07-23,cook,illinois,100795,671,3581,6790
721,2020-07-24,cook,illinois,101420,625,3630,6815
722,2020-07-25,cook,illinois,101955,535,3663,6817
723,2020-07-26,cook,illinois,102583,628,3913,7026
724,2020-07-27,cook,illinois,103008,425,3956,7124
725,2020-07-28,cook,illinois,103441,433,3977,7255
726,2020-07-29,cook,illinois,104001,560,3877,7339
727,2020-07-30,cook,illinois,104691,690,3896,7477
728,2020-07-31,cook,illinois,105493,802,4073,7703
729,2020-08-01,cook,illinois,106131,638,4176,7839
730,2020-08-02,cook,illinois,106713,582,4130,8043
731,2020-08-03,cook,illinois,107247,534,4239,8195
732,2020-08-04,cook,illinois,107744,497,4303,8280
733,2020-08-05,cook,illinois,108425,681,4424,8301
734,2020-08-06,cook,illinois,109150,725,4459,8355
735,2020-08-07,cook,illinois,110002,852,4509,8582
736,2020-08-08,cook,illinois,110865,863,4734,8910
737,2020-08-09,cook,illinois,111447,582,4734,8864
738,2020-08-10,cook,illinois,111948,501,4701,8940
739,2020-08-11,cook,illinois,112485,537,4741,9044
740,2020-08-12,cook,illinois,113045,560,4620,9044
741,2020-08-13,cook,illinois,113796,751,4646,9105
742,2020-08-14,cook,illinois,114724,928,4722,9231
743,2020-08-15,cook,illinois,115344,620,4479,9213
744,2020-08-16,cook,illinois,115960,616,4513,9247
745,2020-08-17,cook,illinois,116620,660,4672,9373
746,2020-08-18,cook,illinois,117171,551,4686,9427
747,2020-08-19,cook,illinois,118012,841,4967,9587
748,2020-08-20,cook,illinois,118757,745,4961,9607
749,2020-08-21,cook,illinois,119644,887,4920,9642
750,2020-08-22,cook,illinois,120567,923,5223,9702
751,2020-08-23,cook,illinois,121308,741,5348,9861
752,2020-08-24,cook,illinois,121894,586,5274,9946
753,2020-08-25,cook,illinois,122423,529,5252,9938
754,2020-08-26,cook,illinois,123172,749,5160,10127
755,2020-08-27,cook,illinois,123691,519,4934,9895
756,2020-08-28,cook,illinois,124573,882,4929,9849
757,2020-08-29,cook,illinois,125124,551,4557,9780
758,2020-08-30,cook,illinois,126003,879,4695,10043
759,2020-08-31,cook,illinois,126577,574,4683,9957
760,2020-09-01,cook,illinois,126992,415,4569,9821
761,2020-09-02,cook,illinois,127616,624,4444,9604
762,2020-09-03,cook,illinois,128012,396,4321,9255
763,2020-09-04,cook,illinois,129545,1533,4972,9901
764,2020-09-05,cook,illinois,130616,1071,5492,10049
765,2020-09-06,cook,illinois,131078,462,5075,9770
766,2020-09-07,cook,illinois,131622,544,5045,9728
767,2020-09-08,cook,illinois,132079,457,5087,9656
768,2020-09-09,cook,illinois,132401,322,4785,9229
769,2020-09-10,cook,illinois,132966,565,4954,9275
770,2020-09-11,cook,illinois,133686,720,4141,9113
771,2020-09-12,cook,illinois,134352,666,3736,9228
772,2020-09-13,cook,illinois,134801,449,3723,8798
773,2020-09-14,cook,illinois,135274,473,3652,8697
774,2020-09-15,cook,illinois,135690,416,3611,8698
775,2020-09-16,cook,illinois,136246,556,3845,8630
776,2020-09-17,cook,illinois,136993,747,4027,8981
777,2020-09-18,cook,illinois,137580,587,3894,8035
778,2020-09-19,cook,illinois,138576,996,4224,7960
779,2020-09-20,cook,illinois,139088,512,4287,8010
780,2020-09-21,cook,illinois,139597,509,4323,7975
781,2020-09-22,cook,illinois,140078,481,4388,7999
782,2020-09-23,cook,illinois,140623,545,4377,8222
783,2020-09-24,cook,illinois,141430,807,4437,8464
784,2020-09-25,cook,illinois,142215,785,4635,8529
785,2020-09-26,cook,illinois,143084,869,4508,8732
786,2020-09-27,cook,illinois,143634,550,4546,8833
787,2020-09-28,cook,illinois,144315,681,4718,9041
788,2020-09-29,cook,illinois,144697,382,4619,9007
789,2020-09-30,cook,illinois,145462,765,4839,9216
790,2020-10-01,cook,illinois,146152,690,4722,9159
791,2020-10-02,cook,illinois,146917,765,4702,9337
792,2020-10-03,cook,illinois,147841,924,4757,9265
793,2020-10-04,cook,illinois,148381,540,4747,9293
794,2020-10-05,cook,illinois,149127,746,4812,9530
795,2020-10-06,cook,illinois,149588,461,4891,9510
796,2020-10-07,cook,illinois,150400,812,4938,9777
797,2020-10-08,cook,illinois,151474,1074,5322,10044
798,2020-10-09,cook,illinois,152387,913,5470,10172
799,2020-10-10,cook,illinois,153514,1127,5673,10430
800,2020-10-11,cook,illinois,154519,1005,6138,10885
801,2020-10-12,cook,illinois,155567,1048,6440,11252
802,2020-10-13,cook,illinois,156726,1159,7138,12029
803,2020-10-14,cook,illinois,157573,847,7173,12111
804,2020-10-15,cook,illinois,159035,1462,7561,12883
805,2020-10-16,cook,illinois,160645,1610,8258,13728
806,2020-10-17,cook,illinois,162220,1575,8706,14379
807,2020-10-18,cook,illinois,163912,1692,9393,15531
808,2020-10-19,cook,illinois,165198,1286,9631,16071
809,2020-10-20,cook,illinois,166457,1259,9731,16869
810,2020-10-21,cook,illinois,168139,1682,10566,17739
811,2020-10-22,cook,illinois,170039,1900,11004,18565
812,2020-10-23,cook,illinois,171437,1398,10792,19050
813,2020-10-24,cook,illinois,173817,2380,11597,20303
814,2020-10-25,cook,illinois,175586,1769,11674,21067
815,2020-10-26,cook,illinois,177465,1879,12267,21898
816,2020-10-27,cook,illinois,178832,1367,12375,22106
817,2020-10-28,cook,illinois,181108,2276,12969,23535
818,2020-10-29,cook,illinois,183649,2541,13610,24614
819,2020-10-30,cook,illinois,186405,2756,14968,25760
820,2020-10-31,cook,illinois,186405,0,12588,24185
821,2020-11-01,cook,illinois,193102,6697,17516,29190
822,2020-11-02,cook,illinois,195740,2638,18275,30542
823,2020-11-03,cook,illinois,198184,2444,19352,31727
824,2020-11-04,cook,illinois,201176,2992,20068,33037
825,2020-11-05,cook,illinois,204977,3801,21328,34938
826,2020-11-06,cook,illinois,210266,5289,23861,38829
827,2020-11-07,cook,illinois,214924,4658,28519,41107
828,2020-11-08,cook,illinois,218662,3738,25560,43076
829,2020-11-09,cook,illinois,223110,4448,27370,45645
830,2020-11-10,cook,illinois,227425,4315,29241,48593
831,2020-11-11,cook,illinois,231462,4037,30286,50354
832,2020-11-12,cook,illinois,236717,5255,31740,53068
833,2020-11-13,cook,illinois,242662,5945,32396,56257
834,2020-11-14,cook,illinois,246392,3730,31468,59987
835,2020-11-15,cook,illinois,251101,4709,32439,57999
836,2020-11-16,cook,illinois,255608,4507,32498,59868
837,2020-11-17,cook,illinois,260004,4396,32579,61820
838,2020-11-18,cook,illinois,262429,2425,30967,61253
839,2020-11-19,cook,illinois,268284,5855,31567,63307
840,2020-11-20,cook,illinois,272733,4449,30071,62467
841,2020-11-21,cook,illinois,277026,4293,30634,62102
842,2020-11-22,cook,illinois,280896,3870,29795,62234
843,2020-11-23,cook,illinois,284217,3321,28609,61107
844,2020-11-24,cook,illinois,287124,2907,27120,59699
845,2020-11-25,cook,illinois,291312,4188,28883,59850
846,2020-11-26,cook,illinois,296129,4817,27845,59412
847,2020-11-27,cook,illinois,298870,2741,26137,56208
848,2020-11-28,cook,illinois,301582,2712,24556,55190
849,2020-11-29,cook,illinois,304220,2638,23324,53119
850,2020-11-30,cook,illinois,306369,2149,22152,50761
851,2020-12-01,cook,illinois,310722,4353,23598,50718
852,2020-12-02,cook,illinois,314134,3412,22822,51705
853,2020-12-03,cook,illinois,318324,4190,22195,50040
854,2020-12-04,cook,illinois,322122,3798,23252,49389
855,2020-12-05,cook,illinois,325813,3691,24231,48787
856,2020-03-09,union,new jersey,1,,,
857,2020-03-10,union,new jersey,1,0,,
858,2020-03-11,union,new jersey,1,0,,
859,2020-03-12,union,new jersey,1,0,,
860,2020-03-13,union,new jersey,1,0,,
861,2020-03-14,union,new jersey,1,0,,
862,2020-03-15,union,new jersey,4,3,,
863,2020-03-16,union,new jersey,8,4,7,
864,2020-03-17,union,new jersey,22,14,21,
865,2020-03-18,union,new jersey,26,4,25,
866,2020-03-19,union,new jersey,29,3,28,
867,2020-03-20,union,new jersey,43,14,42,
868,2020-03-21,union,new jersey,81,38,80,
869,2020-03-22,union,new jersey,124,43,120,
870,2020-03-23,union,new jersey,189,65,181,188
871,2020-03-24,union,new jersey,246,57,224,245
872,2020-03-25,union,new jersey,262,16,236,261
873,2020-03-26,union,new jersey,432,170,403,431
874,2020-03-27,union,new jersey,519,87,476,518
875,2020-03-28,union,new jersey,742,223,661,741
876,2020-03-29,union,new jersey,896,154,772,892
877,2020-03-30,union,new jersey,1213,317,1024,1205
878,2020-03-31,union,new jersey,1418,205,1172,1396
879,2020-04-01,union,new jersey,1661,243,1399,1635
880,2020-04-02,union,new jersey,2010,349,1578,1981
881,2020-04-03,union,new jersey,2487,477,1968,2444
882,2020-04-04,union,new jersey,2916,429,2174,2835
883,2020-04-05,union,new jersey,3216,300,2320,3092
884,2020-04-06,union,new jersey,3685,469,2472,3496
885,2020-04-07,union,new jersey,4358,673,2940,4112
886,2020-04-08,union,new jersey,4831,473,3170,4569
887,2020-04-09,union,new jersey,5203,372,3193,4771
888,2020-04-10,union,new jersey,5575,372,3088,5056
889,2020-04-11,union,new jersey,5865,290,2949,5123
890,2020-04-12,union,new jersey,6180,315,2964,5284
891,2020-04-13,union,new jersey,6636,456,2951,5423
892,2020-04-14,union,new jersey,7265,629,2907,5847
893,2020-04-15,union,new jersey,7438,173,2607,5777
894,2020-04-16,union,new jersey,7904,466,2701,5894
895,2020-04-17,union,new jersey,8429,525,2854,5942
896,2020-04-18,union,new jersey,8959,530,3094,6043
897,2020-04-19,union,new jersey,9609,650,3429,6393
898,2020-04-20,union,new jersey,9972,363,3336,6287
899,2020-04-21,union,new jersey,10289,317,3024,5931
900,2020-04-22,union,new jersey,10484,195,3046,5653
901,2020-04-23,union,new jersey,10935,451,3031,5732
902,2020-04-24,union,new jersey,11208,273,2779,5633
903,2020-04-25,union,new jersey,11523,315,2564,5658
904,2020-04-26,union,new jersey,11853,330,2244,5673
905,2020-04-27,union,new jersey,12011,158,2039,5375
906,2020-04-28,union,new jersey,12188,177,1899,4923
907,2020-04-29,union,new jersey,12380,192,1896,4942
908,2020-04-30,union,new jersey,12578,198,1643,4674
909,2020-05-01,union,new jersey,12779,201,1571,4350
910,2020-05-02,union,new jersey,12996,217,1473,4037
911,2020-05-03,union,new jersey,13225,229,1372,3616
912,2020-05-04,union,new jersey,13357,132,1346,3385
913,2020-05-05,union,new jersey,13503,146,1315,3214
914,2020-05-06,union,new jersey,13604,101,1224,3120
915,2020-05-07,union,new jersey,13781,177,1203,2846
916,2020-05-08,union,new jersey,13917,136,1138,2709
917,2020-05-09,union,new jersey,13984,67,988,2461
918,2020-05-10,union,new jersey,14057,73,832,2204
919,2020-05-11,union,new jersey,14164,107,807,2153
920,2020-05-12,union,new jersey,14203,39,700,2015
921,2020-05-13,union,new jersey,14306,103,702,1926
922,2020-05-14,union,new jersey,14385,79,604,1807
923,2020-05-15,union,new jersey,14492,107,575,1713
924,2020-05-16,union,new jersey,14569,77,585,1573
925,2020-05-17,union,new jersey,14702,133,645,1477
926,2020-05-18,union,new jersey,14903,201,739,1546
927,2020-05-19,union,new jersey,15031,128,828,1528
928,2020-05-20,union,new jersey,15122,91,816,1518
929,2020-05-21,union,new jersey,15176,54,791,1395
930,2020-05-22,union,new jersey,15191,15,699,1274
931,2020-05-23,union,new jersey,15186,-5,617,1202
932,2020-05-24,union,new jersey,15169,-17,467,1112
933,2020-05-25,union,new jersey,15218,49,315,1054
934,2020-05-26,union,new jersey,15293,75,262,1090
935,2020-05-27,union,new jersey,15324,31,202,1018
936,2020-05-28,union,new jersey,15475,151,299,1090
937,2020-05-29,union,new jersey,15610,135,419,1118
938,2020-05-30,union,new jersey,15764,154,578,1195
939,2020-05-31,union,new jersey,15821,57,652,1119
940,2020-06-01,union,new jersey,15858,37,640,955
941,2020-06-02,union,new jersey,15868,10,575,837
942,2020-06-03,union,new jersey,15911,43,587,789
943,2020-06-04,union,new jersey,15953,42,478,777
944,2020-06-05,union,new jersey,16038,85,428,847
945,2020-06-06,union,new jersey,16116,78,352,930
946,2020-06-07,union,new jersey,16186,70,365,1017
947,2020-06-08,union,new jersey,16241,55,383,1023
948,2020-06-09,union,new jersey,16302,61,434,1009
949,2020-06-10,union,new jersey,16317,15,406,993
950,2020-06-11,union,new jersey,16337,20,384,862
951,2020-06-12,union,new jersey,16351,14,313,741
952,2020-06-13,union,new jersey,16337,-14,221,573
953,2020-06-14,union,new jersey,16322,-15,136,501
954,2020-06-15,union,new jersey,16308,-14,67,450
955,2020-06-16,union,new jersey,16320,12,18,452
956,2020-06-17,union,new jersey,16315,-5,-2,404
957,2020-06-18,union,new jersey,16304,-11,-33,351
958,2020-06-19,union,new jersey,16291,-13,-60,253
959,2020-06-20,union,new jersey,16298,7,-39,182
960,2020-06-21,union,new jersey,16322,24,0,136
961,2020-06-22,union,new jersey,16340,18,32,99
962,2020-06-23,union,new jersey,16341,1,21,39
963,2020-06-24,union,new jersey,16330,-11,15,13
964,2020-06-25,union,new jersey,16514,184,210,177
965,2020-06-26,union,new jersey,16536,22,245,185
966,2020-06-27,union,new jersey,16533,-3,235,196
967,2020-06-28,union,new jersey,16548,15,226,226
